Action,Cours_Prec,Cours_Cloture,Var_Trim,Volume,Quantite,Nb_Seances,Date_Rapport
DARI COUSPATE,3593.0,3593.0,0.0,754530.0,210.0,1.0,20240628
DELATTRE LEVIVIER MAROC,40.0,40.0,0.0,0.0,0.0,0.0,20240628
DELTA HOLDING,38.0,49.0,0.2895,117315721.21,2582998.0,58.0,20240628
DIAC SALAF,26.25,26.25,0.0,0.0,0.0,0.0,20240628
DISTY TECHNOLOGIES,254.9,258.5,0.0141,56144831.45,218239.0,59.0,20240628
DISWAY,730.0,697.0,-0.0452,17589599.7,25032.0,54.0,20240628
DOUJA PROM ADDOHA,20.6,30.28,0.46990000000000004,2074526184.22,66995169.0,59.0,20240628
ENNAKL,32.65,35.2,0.0781,5760961.23,166146.0,57.0,20240628
EQDOM,1150.0,1058.0,-0.08,36255943.0,31214.0,39.0,20240628
FENIE BROSSETTE,85.2,98.1,0.1514,15696620.51,145385.0,58.0,20240628
HPS,580.0,520.0,-0.10339999999999999,113218110.9,208571.0,59.0,20240628
IB MAROC.COM,21.3,33.4,0.5681,1102833.37,35459.0,42.0,20240628
INVOLYS,84.35,84.02,-0.0039000000000000003,1487220.63,17015.0,47.0,20240628
ITISSALAT AL-MAGHRIB,100.9,90.5,-0.10310000000000001,761184985.23,8120252.0,59.0,20240628
JET CONTRACTORS,425.0,575.0,0.3529,213517636.4,393833.0,59.0,20240628
LABEL VIE,4599.0,4390.0,-0.0454,418366902.0,98002.0,56.0,20240628
LafargeHolcim Maroc,1950.0,1900.0,-0.0256,419570235.0,212827.0,56.0,20240628
LESIEUR CRISTAL,269.0,300.0,0.1152,242667984.4,888132.0,45.0,20240628
M2M Group,486.0,452.1,-0.0698,1023475.7,2091.0,30.0,20240628
MAGHREBAIL,920.0,972.0,0.0565,571461.0,606.0,13.0,20240628
MAGHREB OXYGENE,220.4,204.0,-0.07440000000000001,125485.65,601.0,29.0,20240628
MANAGEM,1750.0,2500.0,0.4286,272758437.0,116454.0,59.0,20240628
MAROC LEASING,385.0,414.45,0.0765,595758.05,1579.0,14.0,20240628
MED PAPER,19.22,18.98,-0.0125,9106759.55,461416.0,59.0,20240628
MICRODATA,659.0,649.5,-0.0144,11979434.4,18203.0,44.0,20240628
MINIERE TOUISSIT,1145.0,1290.0,0.1266,172250870.0,125160.0,59.0,20240628
MUTANDIS SCA,260.5,264.75,0.0163,178066580.15,663361.0,59.0,20240628
OULMES,1335.0,1336.0,0.0007000000000000001,48375199.0,33389.0,11.0,20240628
PROMOPHARM S.A.,945.0,934.0,-0.0116,965230.0,1023.0,28.0,20240628
REALISATIONS MECANIQUES,94.03,107.5,0.1433,838095.43,8591.0,42.0,20240628
REBAB COMPANY,71.75,70.85,-0.0125,53610.38,781.0,16.0,20240628
RESIDENCES DAR SAADA,33.0,79.05,1.3955000000000002,926885271.74,12716582.0,59.0,20240628
RISMA,241.1,240.0,-0.0046,160912596.7,651695.0,59.0,20240628
SALAFIN,599.0,531.0,-0.11349999999999999,28227741.5,51677.0,30.0,20240628
SAMIR,127.8,127.8,0.0,0.0,0.0,0.0,20240628
SANLAM MAROC,1455.0,1950.0,0.34020000000000006,15026425.0,7935.0,40.0,20240628
SMI,1600.0,2350.0,0.46880000000000005,70149929.0,33837.0,56.0,20240628
S.M MONETIQUE,170.65,176.95,0.0369,1958714.25,11568.0,46.0,20240628
SNEP,555.0,509.9,-0.08130000000000001,39499938.6,67562.0,58.0,20240628
SOCIETE DES BOISSONS DU M,2700.0,2449.0,-0.09300000000000001,90119938.0,36351.0,49.0,20240628
SODEP-Marsa Maroc,280.0,312.0,0.1143,585898095.1,1983333.0,59.0,20240628
SONASID,740.0,833.0,0.1257,219975231.8,261203.0,58.0,20240628
SOTHEMA,1015.0,1000.0,-0.0148,35972392.5,36148.0,50.0,20240628
STOKVIS NORD AFRIQUE,10.31,10.99,0.066,2033871.88,184722.0,59.0,20240628
STROC INDUSTRIE,25.87,34.0,0.3143,1975658.43,60462.0,53.0,20240628
TAQA MOROCCO,1201.0,1300.0,0.0824,538439261.0,396120.0,57.0,20240628
TGCC S.A,255.0,310.0,0.2157,1339155312.45,4555554.0,59.0,20240628
TOTALENERGIES MARKETING,1401.0,1379.0,-0.015700000000000002,83150004.0,60898.0,51.0,20240628
UNIMER,178.0,177.0,-0.005600000000000001,2288057.7,12876.0,3.0,20240628
WAFA ASSURANCE,4295.0,3900.0,-0.092,141303967.0,33981.0,42.0,20240628
ZELLIDJA S.A,77.0,75.36,-0.0213,45072.88,602.0,11.0,20240628
